Complaint,Coded Month,Date Occur,Flag-Crime,Flag-Unfounded,Flag-Administrative,Count,Flag Cleanup,Crime,ILeads Add,ILeads Approve,District,Beat,Description,ILEADS-Address,ILEADS-Street,Neighborhood,ILeads Asg,ILeads Type,Location Name,Location Comment,CAD-Address,CAD-Street,X-Coord,Y-Coord,Date Crime Coded
17-024488,2017-05,5/22/2017 7:30,Y, , ,1, ,71013,5/22/2017 8:40,5/22/2017,6,629,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,825,HORNSBY AVE         ,74,680,, , ,825,HORNSBY,897176.2,1050661,5/24/2017
17-023555,2017-05,4/23/2017 19:17,Y, , ,1, ,266999,5/17/2017 13:13,5/23/2017,4,426,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,3915,N 21ST ST           ,65,399,, ,NUISANCE ABATEMENT PROPERTY,3915,21ST,904277.8,1030139,5/25/2017
17-024273,2017-05,5/21/2017 3:04,Y, , ,1, ,241100,5/21/2017 6:02,5/23/2017,2,222,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,60,HAMPTON VILLAGE PLZ ,7,302,, ,@SCHNUCKS - HAMPTON VILLAGE,60,HAMPTON VILLAGE,879568.8,1004479,5/24/2017
17-023972,2017-05,5/19/2017 14:31,Y, , ,1, ,178200,5/19/2017 14:33,5/22/2017,4,423,SEX OFFNS-EXPOSURE/EXPOSING PERSON                ,400,N TUCKER BLVD       ,35,304,, , ,400,TUCKER,0,0,5/24/2017
17-024822,2017-05,5/23/2017 15:30,Y, , ,1, ,31111,5/23/2017 16:58,5/23/2017,3,321,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,2823,CHEROKEE ST         ,19,303,, , ,3341,OREGON,897107.5,1005317,5/25/2017
17-024726,2017-05,5/23/2017 0:02,Y, , ,1, ,71013,5/23/2017 7:57,5/23/2017,5,524,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,303,UNION BLVD          ,47,680,, , ,303,UNION,884719.6,1024754,5/24/2017
17-024459,2017-05,5/22/2017 4:30,Y, , ,1, ,142320,5/22/2017 5:39,5/24/2017,3,321,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2709,KEOKUK ST           ,16,303,, , ,2709,KEOKUK,897396.9,1001934,5/25/2017
17-026024,2017-05,5/29/2017 11:59,Y, , ,1, ,41011,5/30/2017 13:51,6/2/2017,5,525,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,5632,CATES AVE           ,48,305,, , ,5632,CATES,882448.8,1028251,6/5/2017
17-026310,2017-05,5/31/2017 16:00,Y, , ,1, ,151130,5/31/2017 19:53,6/1/2017,5,529,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING            ,2505,HODIAMONT AVE       ,50,305,, , ,2505,HODIAMONT,882087.8,1035986,6/2/2017
17-014036,2017-05,3/26/2017 0:05,Y, , ,1, ,266999,3/26/2017 13:56,5/23/2017,3,326,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,2001,MENARD ST           ,21,210,, ,@BAR- DUKES,2001,MENARD,903829.4,1010366,5/25/2017
17-024353,2017-05,5/18/2017 13:30,Y, , ,1, ,71013,5/21/2017 16:38,5/22/2017,6,626,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5536,WREN AVE            ,72,306,, , ,5536,WREN,892634.2,1044473,5/24/2017
17-024443,2017-05,5/22/2017 1:15,Y, , ,1, ,142320,5/22/2017 2:04,5/22/2017,3,327,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2642,CALIFORNIA AVE      ,24,303,, , ,2642,CALIFORNIA,898122.6,1009289,5/24/2017
17-024769,2017-05,1/1/2016 12:00,Y, , ,1, ,115400,5/23/2017 11:56,5/23/2017,6,625,STLG BY DECEIT/IDENTITY THEFT REPORT              ,5311,UNION BLVD          ,71,306,, , ,5311,UNION,893145.3,1041048,5/25/2017
17-026321,2017-05,5/31/2017 11:20,Y, , ,1, ,64701,5/31/2017 19:55,6/1/2017,4,421,LARCENY-FROM MTR VEH UNDER $500                   ,500,PINE ST             ,35,680,, , ,500,PINE,908732.9,1017197,6/2/2017
17-024250,2017-05,5/20/2017 22:00,Y, , ,1, ,64701,5/21/2017 1:47,5/22/2017,3,329,LARCENY-FROM MTR VEH UNDER $500                   ,2750,VICTOR ST           ,24,303,, , ,2700,VICTOR,898553.8,1010154,5/24/2017
17-026327,2017-05,5/31/2017 19:20,Y, , ,1, ,41023,5/31/2017 20:12,6/2/2017,3,322,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE      ,3020,OSAGE ST            ,16,303,, , ,3109,OSAGE,895511.1,1001374,6/5/2017
17-024184,2017-05,5/20/2017 17:30,Y, , ,1, ,63701,5/20/2017 18:06,6/2/2017,5,525,LARCENY-SHOPLIFT UNDER $500                       ,5935,DELMAR BLVD         ,48,606,,FAMILY DOLLAR, ,5935,DELMAR,879643.6,1027424,6/5/2017
17-024708,2017-05,5/23/2017 1:14,Y, , ,1, ,41012,5/23/2017 2:17,5/24/2017,5,529,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE      ,5724,SAINT LOUIS AVE     ,50,305,, , ,5724,SAINT LOUIS,885149.5,1036246,5/25/2017
17-026329,2017-05,5/31/2017 13:00,Y, , ,1, ,67601,5/31/2017 20:40,6/1/2017,2,229,"LARCENY-FROM BUILDING $500 - $24,999              ",6637,BERTHOLD AVE        ,44,302,, , ,6637,BERTHOLD,877633.2,1018692,6/5/2017
17-026697,2017-05,5/31/2017 13:02,Y, , ,1, ,71013,6/2/2017 13:41,6/2/2017,1,127,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4775,S SPRING AVE        ,16,680,, , ,4775,SPRING,890196.1,998592.6,6/6/2017
17-024411,2017-05,5/21/2017 19:25,Y, , ,1, ,266520,5/21/2017 22:45,5/24/2017,3,324,PUBLIC ORDER-TRESPASSING ON SCHOOL PROPERTY       ,3450,WISCONSIN AVE       ,18,303,,SHEPARD SCHOOL,VACANT SCHOOL,3450,WISCONSIN,900078.3,1004294,5/25/2017
17-025248,2017-05,5/25/2017 20:32,Y, , ,1, ,265321,6/4/2017 17:35,6/4/2017,5,524,LEAVING SCENE OF ACCIDENT                         ,5391,PERSHING AVE        ,47,305,, , ,5390,PERSHING,883674.6,1024973,6/5/2017
17-024915,2017-05,5/23/2017 20:00,Y, , ,1, ,69702,5/24/2017 8:41,5/24/2017,2,223,LARCENY-ALL OTHER UNDER $500                      ,6211,DELOR ST            ,8,680,, , ,6211,DELOR,878393.3,1001864,5/25/2017
17-024451,2017-05,5/22/2017 2:00,Y, , ,1, ,91114,5/22/2017 3:44,5/23/2017,4,426,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",3869,ASHLAND AVE         ,59,305,, , ,2727,KINGSHIGHWAY,899044.4,1029928,5/24/2017
17-024521,2017-05,4/22/2017 12:00,Y, , ,1, ,65701,5/22/2017 10:44,5/22/2017,2,226,LARCENY-MTR VEH PARTS UNDER $500                  ,1508,S 39TH ST           ,29,680,, , ,1508,39TH,893314.4,1015201,5/24/2017
17-021612,2017-05,5/7/2017 17:30,Y, , ,1, ,83000,5/7/2017 18:23,5/9/2017,3,323,ARSON-KNOWINGLY BURNING/SUCCESS                   ,3723,VIRGINIA AVE        ,19,303,, , ,3723,VIRGINIA,894642.1,1003339,6/2/2017
17-024432,2017-05,5/21/2017 23:30,Y, , ,1, ,41011,5/22/2017 0:39,5/22/2017,1,129,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4476,TAFT AVE            ,5,301,, , ,4476,TAFT,885712.6,1002881,5/25/2017
17-024559,2017-05,5/22/2017 12:30,Y, , ,1, ,63701,5/22/2017 13:32,5/24/2017,6,624,LARCENY-SHOPLIFT UNDER $500                       ,5000,UNION BLVD          ,71,306,,FAMILY DOLLAR, ,5000,UNION,892272.6,1040231,5/26/2017
17-024492,2017-05,5/20/2017 13:30,Y, , ,1, ,65701,5/22/2017 9:16,5/25/2017,1,128,LARCENY-MTR VEH PARTS UNDER $500                  ,4309,FRIEDA AVE          ,5,690,, , ,4309,FRIEDA,886328.5,999449.1,5/25/2017
17-023968,2017-05,5/19/2017 11:00,Y, , ,1, ,64701,5/19/2017 14:03,5/19/2017,4,427,LARCENY-FROM MTR VEH UNDER $500                   ,3106,OLIVE ST,37,680,, , ,5650,OAKLAND,899009.4,1020191,5/24/2017
17-026313,2017-05,5/31/2017 17:50,Y, , ,1, ,63701,5/31/2017 20:18,6/4/2017,3,327,LARCENY-SHOPLIFT UNDER $500                       ,2851,GRAVOIS AVE         ,24,303,, , ,2851,GRAVOIS,897916.5,1008451,6/5/2017
17-025847,2017-05,5/29/2017 13:41,Y, , ,1, ,71030,5/29/2017 14:58,5/29/2017,2,225,AUTO THEFT-PERM RETNT/JOY RIDE                    ,2243,THURMAN AVE         ,27,680,, , ,2243,THURMAN,891187.8,1011505,6/2/2017
17-024729,2017-05,5/22/2017 20:30,Y, , ,1, ,64701,5/23/2017 8:32,5/23/2017,4,427,LARCENY-FROM MTR VEH UNDER $500                   ,311,N LEONARD AVE       ,37,680,, , ,3307,OLIVE,898228,1020543,5/25/2017
17-024450,2017-05,5/22/2017 2:40,Y, , ,1, ,41011,5/22/2017 4:29,5/23/2017,1,126,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3152,MOUNT PLEASANT ST   ,16,301,, , ,3152,MOUNT PLEASANT,894193.8,997571.6,5/24/2017
17-024450,2017-05,5/22/2017 2:40,Y, , ,1, ,41021,5/22/2017 4:29,5/23/2017,1,126,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,3152,MOUNT PLEASANT ST   ,16,301,, , ,3152,MOUNT PLEASANT,894193.8,997571.6,5/24/2017
17-024450,2017-05,5/22/2017 2:40,Y, , ,1, ,41021,5/22/2017 4:29,5/23/2017,1,126,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE      ,3152,MOUNT PLEASANT ST   ,16,301,, , ,3152,MOUNT PLEASANT,894193.8,997571.6,5/24/2017
17-024894,2017-05,5/24/2017 2:25,Y, , ,1, ,43013,5/24/2017 3:25,5/24/2017,6,626,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,5515,PARTRIDGE AVE       ,72,306,, , ,5515,PARTRIDGE,891534.4,1045674,5/25/2017
17-026240,2017-05,5/31/2017 10:00,Y, , ,1, ,142320,5/31/2017 12:36,6/4/2017,5,527,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4656,COTTAGE AVE         ,56,305,, , ,4656,COTTAGE,891696.4,1030865,6/5/2017
17-024819,2017-05,5/23/2017 15:10,Y, , ,1, ,42013,5/23/2017 16:48,5/24/2017,1,125,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE        ,4214,MINNESOTA AVE       ,17,301,, , ,4214,MINNESOTA,895674,999878.2,5/25/2017
17-024406,2017-05,5/21/2017 20:39,Y, , ,1, ,130000,5/21/2017 23:16,5/22/2017,2,227,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",2507,HAMPTON AVE         ,11,302,, , ,2507,HAMPTON,880707.6,1012090,5/24/2017
17-024678,2017-05,5/22/2017 19:32,Y, , ,1, ,91113,5/22/2017 20:55,5/23/2017,3,323,SIMPLE ASSAULT-ADULT/NO INJURY                    ,3418,LOUISIANA AVE       ,30,303,, , ,3418,LOUISIANA,894814.8,1005344,5/24/2017
17-024901,2017-05,5/24/2017 5:00,Y, , ,1, ,31112,5/24/2017 5:36,5/25/2017,3,321,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT         ,3445,IOWA AVE            ,19,303,, ,UPSTAIRS,3445,IOWA,897529.1,1004672,5/25/2017
17-024279,2017-05,5/21/2017 4:45,Y, , ,1, ,142320,5/21/2017 5:20,5/23/2017,3,328,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1312,MISSISSIPPI AVE     ,32,303,,@ LAREDO MEXICAN CUISINE, ,1312,MISSISSIPPI,902181.2,1013926,5/24/2017
17-024359,2017-05,5/21/2017 16:30,Y, , ,1, ,31421,5/21/2017 18:32,5/22/2017,5,527,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,5244,RIDGE AVE           ,51,305,, , ,5244,RIDGE,886105.1,1030282,5/24/2017
17-024511,2017-05,5/21/2017 16:00,Y, , ,1, ,91123,5/22/2017 10:26,5/25/2017,5,526,SIMPLE ASSAULT-CHILD/NO INJURY                    ,1209,GOODFELLOW BLVD     ,48,305,, , ,6003,ETZEL,881574.5,1030687,5/25/2017
17-024434,2017-05,5/22/2017 0:35,Y, , ,1, ,265321,5/23/2017 2:47,5/24/2017,1,124,LEAVING SCENE OF ACCIDENT                         ,607,LOUGHBOROUGH AVE    ,1,301,, , ,607,LOUGHBOROUGH,889672.1,991319.1,5/24/2017
17-024445,2017-05,5/22/2017 2:00,Y, , ,1, ,211000,5/22/2017 3:55,5/22/2017,2,223,DUI-DRVING WHILE INTOXICATED                      ,6651,CHIPPEWA ST         ,9,302,, , ,6600,DEVONSHIRE,875573.6,1003982,5/24/2017
17-026263,2017-05,5/31/2017 13:53,Y, , ,1, ,250000,5/31/2017 14:37,6/2/2017,3,321,LOITERING-BEGGING                                 ,2753,CHEROKEE ST         ,19,303,, , ,2753,CHEROKEE,897486,1005272,6/5/2017
17-024567,2017-05,5/17/2017 12:00,Y, , ,1, ,73413,5/22/2017 14:00,5/22/2017,4,429,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48    ,1633,HELEN ST            ,60,680,, , ,1633,HELEN,905318.5,1023960,5/24/2017
17-024892,2017-05,5/23/2017 19:30,Y, , ,1, ,71030,5/24/2017 2:52,5/24/2017,6,625,AUTO THEFT-PERM RETNT/JOY RIDE                    ,5200,THRUSH AVE          ,72,680,, , ,5200,THRUSH,891334.6,1042711,5/25/2017
17-024598,2017-05,5/22/2017 14:00,Y, , ,1, ,73313,5/22/2017 15:52,5/23/2017,3,326,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,807,RUSSELL AVE         ,21,303,, , ,807,RUSSELL,904680.4,1009808,5/24/2017
17-024364,2017-05,5/21/2017 13:10,Y, , ,1, ,67701,5/21/2017 17:35,5/21/2017,4,421,LARCENY-FROM BUILDING UNDER $500                  ,700,CLARK AVE           ,35,680,,BUSCH STADIUM, ,700,CLARK,907901.1,1016212,5/24/2017
17-026215,2017-05,5/31/2017 7:00,Y, , ,1, ,178100,5/31/2017 10:13,6/3/2017,5,527,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT                 ,2400,N EUCLID AVE        ,55,305,, , ,4800,CUPPLES,0,0,6/5/2017
17-026255,2017-05,5/4/2017 12:00,Y, , ,1, ,69702,5/31/2017 13:29,5/31/2017,6,625,LARCENY-ALL OTHER UNDER $500                      ,4901,UNION BLVD          ,71,306,, , ,4901,UNION,891567.3,1039846,6/2/2017
17-024524,2017-05,4/20/2017 8:00,Y, , ,1, ,65701,5/22/2017 11:17,5/22/2017,4,426,LARCENY-MTR VEH PARTS UNDER $500                  ,4101,N FLORISSANT AVE    ,65,680,, , ,4101,FLORISSANT,903677.8,1030851,5/24/2017
17-026238,2017-05,5/29/2017 15:42,Y, , ,1, ,69602,5/31/2017 12:14,6/6/2017,4,421,"LARCENY-ALL OTHER $500 - $24,999                  ",700,CLARK AVE           ,35,306,,BUSCH STADIUM,@BUSCH STADIUM,405,BROADWAY,907901.1,1016212,6/6/2017
17-022688,2017-05,5/13/2017 2:11,Y, , ,1, ,241100,5/13/2017 3:52,5/24/2017,2,229,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,1115,HAMPTON AVE         ,42,374,, , ,1115,HAMPTON,880910,1018021,5/25/2017
17-025779,2017-05,5/29/2017 3:39,Y, , ,1, ,142320,5/29/2017 5:20,5/31/2017,3,321,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3445,OHIO AVE            ,19,303,,MULTI-FAMILY BUILDING, ,3445,OHIO,897854.9,1004627,6/2/2017
17-023910,2017-05,5/13/2017 13:00,Y, , ,1, ,65701,5/19/2017 8:53,5/19/2017,5,526,LARCENY-MTR VEH PARTS UNDER $500                  ,1065,HODIAMONT AVE       ,48,680,, , ,1065,HODIAMONT,879048.6,1030721,5/24/2017
17-026155,2017-05,5/30/2017 21:48,Y, , ,1, ,265321,6/4/2017 18:34,6/4/2017,6,626,LEAVING SCENE OF ACCIDENT                         ,5619,PARK LN             ,76,306,, , ,5619,PARK,890844.7,1046562,6/5/2017
17-026096,2017-05,5/29/2017 22:00,Y, , ,1, ,142320,5/30/2017 17:03,6/2/2017,2,225,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4257,BOTANICAL AVE       ,27,302,, ,PARKING PAD,4257,BOTANICAL,889782.9,1011206,6/5/2017
17-024926,2017-05,5/24/2017 9:05,Y, , ,1, ,142320,5/24/2017 10:00,5/24/2017,4,429,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1605,KNAPP ST            ,60,304,, , ,1605,KNAPP,904730.3,1023929,5/25/2017
17-026461,2017-05,12/4/2016 12:00,Y, , ,1, ,51122,6/1/2017 12:58,6/3/2017,6,621,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,4748,GREER AVE           ,55,306,, ,SINGLE FAMILY,4748,GREER,891962.6,1032847,6/6/2017
17-023080,2017-05,5/15/2017 9:00,Y, , ,1, ,44015,5/15/2017 10:02,5/22/2017,5,526,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC          ,1130,HODIAMONT AVE       ,48,332,, ,OCCURED IN A VEHICLE,1130,HODIAMONT,879566.1,1031173,5/24/2017
17-024643,2017-05,5/22/2017 4:32,Y, , ,1, ,31421,5/22/2017 18:14,5/23/2017,2,222,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS         ,3291,S KINGSHIGHWAY BLVD ,14,302,,QT,QT,3539,LAWN,885690.1,1007605,5/25/2017
17-024588,2017-05,5/22/2017 13:30,Y, , ,1, ,91114,5/22/2017 15:14,5/22/2017,5,528,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",1916,ARLINGTON AVE       ,50,305,, ,APT A,1916,ARLINGTON,886395.5,1032933,5/24/2017
17-025612,2017-05,5/27/2017 21:15,Y, , ,1, ,32111,5/27/2017 23:26,6/5/2017,6,628,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL         ,8234,CHURCH RD           ,74,306,, , ,8234,CHURCH,896677.3,1048354,6/6/2017
17-025938,2017-05,5/29/2017 20:00,Y, , ,1, ,71013,5/30/2017 2:01,5/30/2017,1,129,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4970,CHIPPEWA ST         ,7,680,, , ,4970,CHIPPEWA,884259.6,1004174,6/2/2017
17-023721,2017-05,5/5/2017 10:02,Y, , ,1, ,63701,5/18/2017 11:32,5/20/2017,1,122,LARCENY-SHOPLIFT UNDER $500                       ,932,LOUGHBOROUGH AVE    ,1,304,,LOWES,@LOUGHBOROUGH COMMONS - LOWES,932,LOUGHBOROUGH,888524.2,991611.8,5/24/2017
17-020540,2017-05,4/30/2017 13:02,Y, , ,1, ,63701,5/1/2017 15:52,5/23/2017,1,122,LARCENY-SHOPLIFT UNDER $500                       ,932,LOUGHBOROUGH AVE    ,1,561,,LOWE S,@LOUGHBOROUGH COMMONS - LOWES,932,LOUGHBOROUGH,888524.2,991611.8,5/25/2017
17-025201,2017-05,1/8/2017 7:00,Y, , ,1, ,71013,5/25/2017 16:53,5/25/2017,5,523,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,4268,E MAFFITT AVE       ,57,680,, , ,4268,MAFFITT,895340.8,1029795,5/26/2017
17-024479,2017-05,5/19/2017 17:00,Y, , ,1, ,71013,5/22/2017 6:54,5/24/2017,5,522,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,453,N NEWSTEAD AVE      ,38,305,,WICKE AUTO SERVICE, ,453,NEWSTEAD,890889,1024434,5/25/2017
17-024099,2017-05,5/19/2017 21:00,Y, , ,1, ,52322,5/20/2017 9:40,5/24/2017,5,528,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE    ,2408,UNION BLVD          ,52,305,, , ,2408,UNION,887514.8,1032899,5/25/2017
17-024295,2017-05,5/21/2017 9:28,Y, , ,1, ,41011,5/21/2017 10:16,5/22/2017,5,522,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3949,LINDELL BLVD        ,38,305,, ,VICTIMS FRONT ROOM,3949,LINDELL,893684.9,1021926,5/24/2017
17-024322,2017-05,5/20/2017 20:00,Y, , ,1, ,64701,5/21/2017 13:47,5/21/2017,4,428,LARCENY-FROM MTR VEH UNDER $500                   ,3900,MCPHERSON AVE       ,77,680,, , ,3949,LINDELL,894321.1,1021788,5/24/2017
17-026042,2017-05,5/27/2017 23:35,Y, , ,1, ,64701,5/30/2017 13:12,6/1/2017,4,428,LARCENY-FROM MTR VEH UNDER $500                   ,3037,OLIVE ST,37,680,, , ,3037,OLIVE,899238.6,1020329,6/2/2017
17-025308,2017-05,5/24/2017 17:00,Y, , ,1, ,69702,5/26/2017 8:36,5/26/2017,5,526,LARCENY-ALL OTHER UNDER $500                      ,1409,GRANVILLE PL        ,78,680,, , ,1409,GRANVILLE,884392.9,1031644,5/26/2017
17-024796,2017-05,4/10/2017 20:55,Y, , ,1, ,266999,5/23/2017 14:33,5/23/2017,3,PEABODY,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,1004,DILLON CT           ,33,399,, , ,1004,DILLON,904150.5,1014727,5/25/2017
17-022222,2017-05,5/10/2017 12:00,Y, , ,1, ,183250,5/10/2017 16:58,6/2/2017,4,428,DRUGS-SALE/COCAINE                                ,1915,OLIVE ST,36,210,, , ,1915,OLIVE,903703.7,1019090,6/5/2017
17-025141,2017-05,5/25/2017 10:00,Y, , ,1, ,183250,5/25/2017 11:53,6/2/2017,4,428,DRUGS-SALE/COCAINE                                ,1915,OLIVE ST,36,340,, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090,6/5/2017
17-022429,2017-05,5/11/2017 16:30,Y, , ,1, ,183250,5/11/2017 17:37,5/22/2017,5,529,DRUGS-SALE/COCAINE                                ,2721,BELT AVE            ,50,210,, , ,1915,OLIVE,886149.9,1034739,5/24/2017
17-024831,2017-05,5/22/2017 9:30,Y, , ,1, ,65701,5/23/2017 17:16,5/23/2017,3,322,LARCENY-MTR VEH PARTS UNDER $500                  ,3934,PENNSYLVANIA AVE    ,16,680,, , ,3934,PENNSYLVANIA,895908.4,1001692,5/25/2017
17-025849,2017-05,5/20/2017 8:30,Y, , ,1, ,69602,5/29/2017 15:18,5/29/2017,6,626,"LARCENY-ALL OTHER $500 - $24,999                  ",4707,WREN AVE            ,72,680,, , ,4707,WREN,888807.1,1042005,6/5/2017
17-024610,2017-05,5/20/2017 6:00,Y, , ,1, ,69602,5/22/2017 16:17,5/22/2017,2,226,"LARCENY-ALL OTHER $500 - $24,999                  ",3935,LAFAYETTE AVE       ,28,680,, , ,3935,LAFAYETTE,892712.1,1013985,5/24/2017
17-026351,2017-05,5/31/2017 22:38,Y, , ,1, ,31111,5/31/2017 23:31,6/1/2017,4,428,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL         ,3001,LOCUST ST           ,37,304,,SMALL BATCH, ,3001,LOCUST,899659.3,1020573,6/2/2017
17-024834,2017-05,5/19/2017 12:00,Y, , ,1, ,51112,5/23/2017 17:28,6/2/2017,6,624,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,4946,LABADIE AVE         ,55,306,, , ,4946,LABADIE,890527.4,1033454,6/5/2017
17-024694,2017-05,5/22/2017 2:00,Y, , ,1, ,142320,5/23/2017 0:03,5/23/2017,1,121,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,6923,ALABAMA AVE         ,1,301,, , ,6923,ALABAMA,889232,991223.9,5/24/2017
17-026604,2017-05,5/10/2017 9:50,Y, , ,1, ,264100,6/2/2017 1:23,6/2/2017,3,328,HEALTH-SANITATION VIOL                            ,1818,HICKORY ST          ,32,322,, , ,1818,HICKORY,902671,1014205,6/5/2017
17-026411,2017-05,5/31/2017 22:30,Y, , ,1, ,64711,6/1/2017 8:38,6/1/2017,1,121,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,8217,S BROADWAY          ,2,680,, , ,8217,BROADWAY,887824.3,986599.1,6/2/2017
17-026013,2017-05,5/30/2017 9:30,Y, , ,1, ,51122,5/30/2017 11:57,6/2/2017,5,522,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,317,N TAYLOR AVE        ,38,305,, , ,317,TAYLOR,889512.1,1023542,6/2/2017
17-025738,2017-05,5/28/2017 21:34,Y, , ,1, ,241100,5/28/2017 22:08,6/5/2017,6,621,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,3602,N TAYLOR AVE        ,56,306,, , ,3602,TAYLOR,894488.5,1032887,6/5/2017
17-024531,2017-05,5/19/2017 16:00,Y, , ,1, ,142320,5/22/2017 11:53,5/22/2017,4,COCHRAN,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1425,N 8TH ST            ,62,680,, , ,1425,8TH,909212.8,1022017,5/24/2017
17-023932,2017-05,5/19/2017 9:30,Y, , ,1, ,142320,5/19/2017 10:53,5/21/2017,4,COCHRAN,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,1511,PRESERVATION PL     ,62,350,, , ,1511,PRESERVATION,906189.8,1022184,5/24/2017
17-024797,2017-05,5/22/2017 21:00,Y, , ,1, ,67701,5/23/2017 14:37,5/23/2017,6,628,LARCENY-FROM BUILDING UNDER $500                  ,6035,W FLORISSANT AVE    ,73,680,, , ,6035,FLORISSANT,891060.1,1047431,5/25/2017
17-024646,2017-05,5/22/2017 18:20,Y, , ,1, ,250000,5/22/2017 22:54,5/23/2017,4,421,LOITERING-BEGGING                                 ,415,WASHINGTON AVE      ,35,304,, , ,415,WASHINGTON,909542.8,1018469,5/24/2017
17-026368,2017-05,5/31/2017 23:32,Y, , ,1, ,265321,6/4/2017 4:52,6/6/2017,6,626,LEAVING SCENE OF ACCIDENT                         ,5954,LALITE AVE          ,76,306,, , ,5954,LALITE,889249.2,1044512,6/6/2017
17-026262,2017-05,4/10/2017 18:00,Y, , ,1, ,65701,5/31/2017 14:16,6/1/2017,1,128,LARCENY-MTR VEH PARTS UNDER $500                  ,4211,BINGHAM AVE         ,5,680,, , ,4000,BINGHAM,888162.1,1003304,6/2/2017
17-026464,2017-05,5/31/2017 22:00,Y, , ,1, ,64701,6/1/2017 13:06,6/3/2017,3,326,LARCENY-FROM MTR VEH UNDER $500                   ,1433,S 10TH ST           ,34,303,, , ,1433,10TH,905343.3,1012294,6/6/2017
17-024112,2017-05,5/20/2017 9:48,Y, , ,1, ,51122,5/20/2017 11:58,5/20/2017,2,225,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,4245,FLAD AVE            ,27,302,,BACK YARD GARAGE, ,4245,FLAD,890016.4,1012151,5/24/2017
